DATAFLOW,LAST UPDATE,freq,unit,inet_spd,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2015,94.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2016,94.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2017,93.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2018,97.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2019,97.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2020,99.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2021,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2022,97.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2023,97.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Luxembourg,2024,97.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2013,56,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2014,56,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2015,56,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2016,55,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2017,56.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2018,58.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2019,63.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2020,65.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2021,66.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2022,67.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2023,68.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Latvia,2024,70.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2013,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2014,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2015,99.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2016,99.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2017,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2018,99.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2019,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2020,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2021,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2022,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2023,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Malta,2024,100,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2013,97.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2014,98.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2015,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2016,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2017,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2018,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2019,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2020,98.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2021,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2022,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2023,98.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Netherlands,2024,99,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2013,71.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2014,75,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2015,78.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2016,82.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2017,83.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2018,86,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2019,89.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2020,91,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2021,91.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2022,98.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2023,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Norway,2024,99.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2013,49.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2014,50.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2015,50.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2016,50.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2017,50.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2018,53,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2019,59.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2020,74.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2021,77,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2022,76,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2023,86.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Poland,2024,87.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2013,63.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2014,65.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2015,66.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2016,67.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2017,71.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2018,75.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2019,83,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2020,89.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2021,92.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2022,94.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2023,95.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Portugal,2024,96.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2013,34.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2014,64.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2015,65.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2016,66.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2017,67.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2018,75.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2019,82,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2020,87,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2021,93.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2022,96.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2023,95.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Romania,2024,96.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2013,72.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2014,72.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2015,72.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2016,74.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2017,77.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2018,81.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2019,85.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2020,87.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2021,88.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2022,89.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2023,90.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Sweden,2024,91,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2013,71.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2014,74.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2015,78.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2016,81.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2017,83.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2018,85.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2019,86.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2020,87.6,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2021,89.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2022,90.5,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2023,91.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovenia,2024,92.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2013,45.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2014,48.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2015,53.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2016,64.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2017,70,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2018,72.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2019,70.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2020,74.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2021,82.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2022,82.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2023,97.4,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,Slovakia,2024,97.3,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2013,79.1,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2014,85.7,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2015,87.9,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2016,89,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2017,91.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2018,93,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2019,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2020,94.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2021,95,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2022,95.8,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2023,97.2,,
ESTAT:ISOC_CBS(1.0),27/06/25 11:00:00,Annual,Percentage of households,More than 30 megabits per second (Mbps),Total,United Kingdom,2024,97.6,,
